,timestamp_ns,obs_wind_avg_ms
10397,1667355900000000000,
10398,1667356200000000000,
10399,1667356500000000000,
10400,1667356800000000000,
10401,1667357100000000000,
10402,1667357400000000000,
10403,1667357700000000000,
10404,1667358000000000000,
10405,1667358300000000000,
10406,1667358600000000000,
10407,1667358900000000000,
10408,1667359200000000000,
10409,1667359500000000000,
10410,1667359800000000000,
10411,1667360100000000000,
10412,1667360400000000000,
10413,1667360700000000000,
10414,1667361000000000000,
10415,1667361300000000000,
10416,1667361600000000000,
10417,1667361900000000000,
10418,1667362200000000000,
10419,1667362500000000000,
10420,1667362800000000000,
10421,1667363100000000000,
10422,1667363400000000000,
10423,1667363700000000000,
10424,1667364000000000000,
10425,1667364300000000000,
10426,1667364600000000000,
10427,1667364900000000000,
10428,1667365200000000000,
10429,1667365500000000000,
10430,1667365800000000000,
10431,1667366100000000000,
10432,1667366400000000000,
10433,1667366700000000000,
10434,1667367000000000000,
10435,1667367300000000000,
10436,1667367600000000000,
10437,1667367900000000000,
10438,1667368200000000000,
10439,1667368500000000000,
10440,1667368800000000000,
10441,1667369100000000000,
10442,1667369400000000000,
10443,1667369700000000000,
10444,1667370000000000000,
10445,1667370300000000000,
10446,1667370600000000000,
10447,1667370900000000000,
10448,1667371200000000000,
10449,1667371500000000000,
10450,1667371800000000000,
10451,1667372100000000000,
10452,1667372400000000000,
10453,1667372700000000000,
10454,1667373000000000000,
10455,1667373300000000000,
10456,1667373600000000000,
10457,1667373900000000000,
10458,1667374200000000000,
10459,1667374500000000000,
10460,1667374800000000000,
10461,1667375100000000000,
10462,1667375400000000000,
10463,1667375700000000000,
10464,1667376000000000000,
10465,1667376300000000000,
10466,1667376600000000000,
10467,1667376900000000000,
10468,1667377200000000000,
10469,1667377500000000000,
10470,1667377800000000000,
10471,1667378100000000000,
10472,1667378400000000000,
10473,1667378700000000000,
10474,1667379000000000000,
10475,1667379300000000000,
10476,1667379600000000000,
10477,1667379900000000000,
10478,1667380200000000000,
10479,1667380500000000000,
10480,1667380800000000000,
10481,1667381100000000000,
10482,1667381400000000000,
10483,1667381700000000000,
10484,1667382000000000000,
10485,1667382300000000000,
10486,1667382600000000000,
10487,1667382900000000000,
10488,1667383200000000000,
10489,1667383500000000000,
10490,1667383800000000000,
10491,1667384100000000000,
10492,1667384400000000000,
10493,1667384700000000000,
10494,1667385000000000000,
10495,1667385300000000000,
10496,1667385600000000000,
10497,1667385900000000000,
10498,1667386200000000000,
10499,1667386500000000000,
10500,1667386800000000000,
10501,1667387100000000000,
10502,1667387400000000000,
10503,1667387700000000000,
10504,1667388000000000000,
10505,1667388300000000000,
10506,1667388600000000000,
10507,1667388900000000000,
10508,1667389200000000000,
10509,1667389500000000000,
10510,1667389800000000000,
10511,1667390100000000000,
10512,1667390400000000000,
10513,1667390700000000000,
10514,1667391000000000000,
10515,1667391300000000000,
10516,1667391600000000000,
10517,1667391900000000000,
10518,1667392200000000000,
10519,1667392500000000000,
10520,1667392800000000000,
10521,1667393100000000000,
10522,1667393400000000000,
10523,1667393700000000000,
10524,1667394000000000000,
10525,1667394300000000000,
10526,1667394600000000000,
10527,1667394900000000000,
10528,1667395200000000000,
10529,1667395500000000000,
10530,1667395800000000000,
10531,1667396100000000000,
10532,1667396400000000000,
10533,1667396700000000000,
10534,1667397000000000000,
10535,1667397300000000000,
10536,1667397600000000000,
10537,1667397900000000000,
10538,1667398200000000000,
10539,1667398500000000000,
10540,1667398800000000000,
10541,1667399100000000000,
10542,1667399400000000000,
10543,1667399700000000000,
10544,1667400000000000000,
10545,1667400300000000000,
10546,1667400600000000000,
10547,1667400900000000000,
10548,1667401200000000000,
10549,1667401500000000000,
10550,1667401800000000000,
10551,1667402100000000000,
10552,1667402400000000000,
10553,1667402700000000000,
10554,1667403000000000000,
10555,1667403300000000000,
10556,1667403600000000000,
10557,1667403900000000000,
10558,1667404200000000000,
10559,1667404500000000000,
10560,1667404800000000000,
10561,1667405100000000000,
10562,1667405400000000000,
10563,1667405700000000000,
10564,1667406000000000000,
10565,1667406300000000000,
10566,1667406600000000000,
10567,1667406900000000000,
10568,1667407200000000000,
10569,1667407500000000000,
10570,1667407800000000000,
10571,1667408100000000000,
10572,1667408400000000000,
10573,1667408700000000000,
10574,1667409000000000000,
10575,1667409300000000000,
10576,1667409600000000000,
10577,1667409900000000000,
10578,1667410200000000000,
10579,1667410500000000000,
10580,1667410800000000000,
10581,1667411100000000000,
10582,1667411400000000000,
10583,1667411700000000000,
10584,1667412000000000000,
10585,1667412300000000000,
10586,1667412600000000000,
10587,1667412900000000000,
10588,1667413200000000000,
10589,1667413500000000000,
10590,1667413800000000000,
10591,1667414100000000000,
10592,1667414400000000000,
10593,1667414700000000000,
10594,1667415000000000000,
10595,1667415300000000000,
10596,1667415600000000000,
10597,1667415900000000000,
10598,1667416200000000000,
10599,1667416500000000000,
10600,1667416800000000000,
10601,1667417100000000000,
10602,1667417400000000000,
10603,1667417700000000000,
10604,1667418000000000000,
10605,1667418300000000000,
10606,1667418600000000000,
10607,1667418900000000000,
10608,1667419200000000000,
10609,1667419500000000000,
10610,1667419800000000000,
10611,1667420100000000000,
10612,1667420400000000000,
10613,1667420700000000000,
10614,1667421000000000000,
10615,1667421300000000000,
10616,1667421600000000000,
10617,1667421900000000000,
10618,1667422200000000000,
10619,1667422500000000000,
10620,1667422800000000000,
10621,1667423100000000000,
10622,1667423400000000000,
10623,1667423700000000000,
10624,1667424000000000000,
10625,1667424300000000000,
10626,1667424600000000000,
10627,1667424900000000000,
10628,1667425200000000000,
10629,1667425500000000000,
10630,1667425800000000000,
10631,1667426100000000000,
10632,1667426400000000000,
10633,1667426700000000000,
10634,1667427000000000000,
10635,1667427300000000000,
10636,1667427600000000000,
10637,1667427900000000000,
10638,1667428200000000000,
10639,1667428500000000000,
10640,1667428800000000000,
10641,1667429100000000000,
10642,1667429400000000000,
10643,1667429700000000000,
10644,1667430000000000000,
10645,1667430300000000000,
10646,1667430600000000000,
10647,1667430900000000000,
10648,1667431200000000000,
10649,1667431500000000000,
10650,1667431800000000000,
10651,1667432100000000000,
10652,1667432400000000000,
10653,1667432700000000000,
10654,1667433000000000000,
10655,1667433300000000000,
10656,1667433600000000000,
10657,1667433900000000000,
10658,1667434200000000000,
10659,1667434500000000000,
10660,1667434800000000000,
10661,1667435100000000000,
10662,1667435400000000000,
10663,1667435700000000000,
10664,1667436000000000000,
10665,1667436300000000000,
10666,1667436600000000000,
10667,1667436900000000000,
10668,1667437200000000000,
10669,1667437500000000000,
10670,1667437800000000000,
10671,1667438100000000000,
10672,1667438400000000000,
10673,1667438700000000000,
10674,1667439000000000000,
10675,1667439300000000000,
10676,1667439600000000000,
10677,1667439900000000000,
10678,1667440200000000000,
10679,1667440500000000000,
10680,1667440800000000000,
10681,1667441100000000000,
10682,1667441400000000000,
10683,1667441700000000000,
10684,1667442000000000000,
10685,1667442300000000000,
10686,1667442600000000000,
10687,1667442900000000000,
10688,1667443200000000000,
10689,1667443500000000000,
10690,1667443800000000000,
10691,1667444100000000000,
10692,1667444400000000000,
10693,1667444700000000000,
10694,1667445000000000000,
10695,1667445300000000000,
10696,1667445600000000000,
10697,1667445900000000000,
10698,1667446200000000000,
10699,1667446500000000000,
10700,1667446800000000000,
10701,1667447100000000000,
10702,1667447400000000000,
10703,1667447700000000000,
10704,1667448000000000000,
10705,1667448300000000000,
10706,1667448600000000000,
10707,1667448900000000000,
10708,1667449200000000000,
10709,1667449500000000000,
10710,1667449800000000000,
10711,1667450100000000000,
10712,1667450400000000000,
10713,1667450700000000000,
10714,1667451000000000000,
10715,1667451300000000000,
10716,1667451600000000000,
10717,1667451900000000000,
10718,1667452200000000000,
10719,1667452500000000000,
10720,1667452800000000000,
10721,1667453100000000000,
10722,1667453400000000000,
10723,1667453700000000000,
10724,1667454000000000000,
10725,1667454300000000000,
10726,1667454600000000000,
10727,1667454900000000000,
10728,1667455200000000000,
10729,1667455500000000000,
10730,1667455800000000000,
10731,1667456100000000000,
10732,1667456400000000000,
10733,1667456700000000000,
10734,1667457000000000000,
10735,1667457300000000000,
10736,1667457600000000000,
10737,1667457900000000000,
10738,1667458200000000000,
10739,1667458500000000000,
10740,1667458800000000000,
10741,1667459100000000000,
10742,1667459400000000000,
10743,1667459700000000000,
10744,1667460000000000000,
10745,1667460300000000000,
10746,1667460600000000000,
10747,1667460900000000000,
10748,1667461200000000000,
10749,1667461500000000000,
10750,1667461800000000000,
10751,1667462100000000000,
10752,1667462400000000000,
10753,1667462700000000000,
10754,1667463000000000000,
10755,1667463300000000000,
10756,1667463600000000000,
10757,1667463900000000000,
10758,1667464200000000000,
10759,1667464500000000000,
10760,1667464800000000000,
10761,1667465100000000000,
10762,1667465400000000000,
10763,1667465700000000000,
10764,1667466000000000000,
10765,1667466300000000000,
10766,1667466600000000000,
10767,1667466900000000000,
10768,1667467200000000000,
10769,1667467500000000000,
10770,1667467800000000000,
10771,1667468100000000000,
10772,1667468400000000000,
10773,1667468700000000000,
10774,1667469000000000000,
10775,1667469300000000000,
10776,1667469600000000000,
10777,1667469900000000000,
10778,1667470200000000000,
10779,1667470500000000000,
10780,1667470800000000000,
10781,1667471100000000000,
10782,1667471400000000000,
10783,1667471700000000000,
10784,1667472000000000000,
10785,1667472300000000000,
10786,1667472600000000000,
10787,1667472900000000000,
10788,1667473200000000000,
10789,1667473500000000000,
10790,1667473800000000000,
10791,1667474100000000000,
10792,1667474400000000000,
10793,1667474700000000000,
10794,1667475000000000000,
10795,1667475300000000000,
10796,1667475600000000000,
10797,1667475900000000000,
10798,1667476200000000000,
10799,1667476500000000000,
10800,1667476800000000000,
10801,1667477100000000000,
10802,1667477400000000000,
10803,1667477700000000000,
10804,1667478000000000000,
10805,1667478300000000000,
10806,1667478600000000000,
10807,1667478900000000000,
10808,1667479200000000000,
10809,1667479500000000000,
10810,1667479800000000000,
10811,1667480100000000000,
10812,1667480400000000000,
10813,1667480700000000000,
10814,1667481000000000000,
10815,1667481300000000000,
10816,1667481600000000000,
10817,1667481900000000000,
10818,1667482200000000000,
10819,1667482500000000000,
10820,1667482800000000000,
10821,1667483100000000000,
10822,1667483400000000000,
10823,1667483700000000000,
10824,1667484000000000000,
10825,1667484300000000000,
10826,1667484600000000000,
10827,1667484900000000000,
10828,1667485200000000000,
10829,1667485500000000000,
10830,1667485800000000000,
10831,1667486100000000000,
10832,1667486400000000000,
10833,1667486700000000000,
10834,1667487000000000000,
10835,1667487300000000000,
10836,1667487600000000000,
10837,1667487900000000000,
10838,1667488200000000000,
10839,1667488500000000000,
10840,1667488800000000000,
10841,1667489100000000000,
10842,1667489400000000000,
10843,1667489700000000000,
10844,1667490000000000000,
10845,1667490300000000000,
10846,1667490600000000000,
10847,1667490900000000000,
10848,1667491200000000000,
10849,1667491500000000000,
10850,1667491800000000000,
10851,1667492100000000000,
10852,1667492400000000000,
10853,1667492700000000000,
10854,1667493000000000000,
10855,1667493300000000000,
10856,1667493600000000000,
10857,1667493900000000000,
10858,1667494200000000000,
10859,1667494500000000000,
10860,1667494800000000000,
10861,1667495100000000000,
10862,1667495400000000000,
10863,1667495700000000000,
10864,1667496000000000000,
10865,1667496300000000000,
10866,1667496600000000000,
10867,1667496900000000000,
10868,1667497200000000000,
10869,1667497500000000000,
10870,1667497800000000000,
10871,1667498100000000000,
10872,1667498400000000000,
10873,1667498700000000000,
10874,1667499000000000000,
10875,1667499300000000000,
10876,1667499600000000000,
10877,1667499900000000000,
10878,1667500200000000000,
10879,1667500500000000000,
10880,1667500800000000000,
10881,1667501100000000000,
10882,1667501400000000000,
10883,1667501700000000000,
10884,1667502000000000000,
10885,1667502300000000000,
10886,1667502600000000000,
10887,1667502900000000000,
10888,1667503200000000000,
10889,1667503500000000000,
10890,1667503800000000000,
10891,1667504100000000000,
10892,1667504400000000000,
10893,1667504700000000000,
10894,1667505000000000000,
10895,1667505300000000000,
10896,1667505600000000000,
10897,1667505900000000000,
10898,1667506200000000000,
10899,1667506500000000000,
10900,1667506800000000000,
10901,1667507100000000000,
10902,1667507400000000000,
10903,1667507700000000000,
10904,1667508000000000000,
10905,1667508300000000000,
10906,1667508600000000000,
10907,1667508900000000000,
10908,1667509200000000000,
10909,1667509500000000000,
10910,1667509800000000000,
10911,1667510100000000000,
10912,1667510400000000000,
10913,1667510700000000000,
10914,1667511000000000000,
10915,1667511300000000000,
10916,1667511600000000000,
10917,1667511900000000000,
10918,1667512200000000000,
10919,1667512500000000000,
10920,1667512800000000000,
10921,1667513100000000000,
10922,1667513400000000000,
10923,1667513700000000000,
10924,1667514000000000000,
10925,1667514300000000000,
10926,1667514600000000000,
10927,1667514900000000000,
10928,1667515200000000000,
10929,1667515500000000000,
10930,1667515800000000000,
10931,1667516100000000000,
10932,1667516400000000000,
10933,1667516700000000000,
10934,1667517000000000000,
10935,1667517300000000000,
10936,1667517600000000000,
10937,1667517900000000000,
10938,1667518200000000000,
10939,1667518500000000000,
10940,1667518800000000000,
10941,1667519100000000000,
10942,1667519400000000000,
10943,1667519700000000000,
10944,1667520000000000000,
10945,1667520300000000000,
10946,1667520600000000000,
10947,1667520900000000000,
10948,1667521200000000000,
10949,1667521500000000000,
10950,1667521800000000000,
10951,1667522100000000000,
10952,1667522400000000000,
10953,1667522700000000000,
10954,1667523000000000000,
10955,1667523300000000000,
10956,1667523600000000000,
10957,1667523900000000000,
10958,1667524200000000000,
10959,1667524500000000000,
10960,1667524800000000000,
10961,1667525100000000000,
10962,1667525400000000000,
10963,1667525700000000000,
10964,1667526000000000000,
10965,1667526300000000000,
10966,1667526600000000000,
10967,1667526900000000000,
10968,1667527200000000000,
10969,1667527500000000000,
10970,1667527800000000000,
10971,1667528100000000000,
10972,1667528400000000000,
10973,1667528700000000000,
10974,1667529000000000000,
10975,1667529300000000000,
10976,1667529600000000000,
10977,1667529900000000000,
10978,1667530200000000000,
10979,1667530500000000000,
10980,1667530800000000000,
10981,1667531100000000000,
10982,1667531400000000000,
10983,1667531700000000000,
10984,1667532000000000000,
10985,1667532300000000000,
10986,1667532600000000000,
10987,1667532900000000000,
10988,1667533200000000000,
10989,1667533500000000000,
10990,1667533800000000000,
10991,1667534100000000000,
10992,1667534400000000000,
10993,1667534700000000000,
10994,1667535000000000000,
10995,1667535300000000000,
10996,1667535600000000000,
10997,1667535900000000000,
10998,1667536200000000000,
10999,1667536500000000000,
11000,1667536800000000000,
11001,1667537100000000000,
11002,1667537400000000000,
11003,1667537700000000000,
11004,1667538000000000000,
11005,1667538300000000000,
11006,1667538600000000000,
11007,1667538900000000000,
11008,1667539200000000000,
11009,1667539500000000000,
11010,1667539800000000000,
11011,1667540100000000000,
11012,1667540400000000000,
11013,1667540700000000000,
11014,1667541000000000000,
11015,1667541300000000000,
11016,1667541600000000000,
11017,1667541900000000000,
11018,1667542200000000000,
11019,1667542500000000000,
11020,1667542800000000000,
11021,1667543100000000000,
11022,1667543400000000000,
11023,1667543700000000000,
11024,1667544000000000000,
11025,1667544300000000000,
11026,1667544600000000000,
11027,1667544900000000000,
11028,1667545200000000000,
11029,1667545500000000000,
11030,1667545800000000000,
11031,1667546100000000000,
11032,1667546400000000000,
11033,1667546700000000000,
11034,1667547000000000000,
11035,1667547300000000000,
11036,1667547600000000000,
11037,1667547900000000000,
11038,1667548200000000000,
11039,1667548500000000000,
11040,1667548800000000000,
11041,1667549100000000000,
11042,1667549400000000000,
11043,1667549700000000000,
11044,1667550000000000000,
11045,1667550300000000000,
11046,1667550600000000000,
11047,1667550900000000000,
11048,1667551200000000000,
11049,1667551500000000000,
11050,1667551800000000000,
11051,1667552100000000000,
11052,1667552400000000000,
11053,1667552700000000000,
11054,1667553000000000000,
11055,1667553300000000000,
11056,1667553600000000000,
11057,1667553900000000000,
11058,1667554200000000000,
11059,1667554500000000000,
11060,1667554800000000000,
11061,1667555100000000000,
11062,1667555400000000000,
11063,1667555700000000000,
11064,1667556000000000000,
11065,1667556300000000000,
11066,1667556600000000000,
11067,1667556900000000000,
11068,1667557200000000000,
11069,1667557500000000000,
11070,1667557800000000000,
11071,1667558100000000000,
11072,1667558400000000000,
11073,1667558700000000000,
11074,1667559000000000000,
11075,1667559300000000000,
11076,1667559600000000000,
11077,1667559900000000000,
11078,1667560200000000000,
11079,1667560500000000000,
11080,1667560800000000000,
11081,1667561100000000000,
11082,1667561400000000000,
11083,1667561700000000000,
11084,1667562000000000000,
11085,1667562300000000000,
11086,1667562600000000000,
11087,1667562900000000000,
11088,1667563200000000000,
11089,1667563500000000000,
11090,1667563800000000000,
11091,1667564100000000000,
11092,1667564400000000000,
11093,1667564700000000000,
11094,1667565000000000000,
11095,1667565300000000000,
11096,1667565600000000000,
11097,1667565900000000000,
11098,1667566200000000000,
11099,1667566500000000000,
11100,1667566800000000000,
11101,1667567100000000000,
11102,1667567400000000000,
11103,1667567700000000000,
11104,1667568000000000000,
11105,1667568300000000000,
11106,1667568600000000000,
11107,1667568900000000000,
11108,1667569200000000000,
11109,1667569500000000000,
11110,1667569800000000000,
11111,1667570100000000000,
11112,1667570400000000000,
11113,1667570700000000000,
11114,1667571000000000000,
11115,1667571300000000000,
11116,1667571600000000000,
11117,1667571900000000000,
11118,1667572200000000000,
11119,1667572500000000000,
11120,1667572800000000000,
11121,1667573100000000000,
11122,1667573400000000000,
11123,1667573700000000000,
11124,1667574000000000000,
11125,1667574300000000000,
11126,1667574600000000000,
11127,1667574900000000000,
11128,1667575200000000000,
11129,1667575500000000000,
11130,1667575800000000000,
11131,1667576100000000000,
11132,1667576400000000000,
11133,1667576700000000000,
11134,1667577000000000000,
11135,1667577300000000000,
11136,1667577600000000000,
11137,1667577900000000000,
11138,1667578200000000000,
11139,1667578500000000000,
11140,1667578800000000000,
11141,1667579100000000000,
11142,1667579400000000000,
11143,1667579700000000000,
11144,1667580000000000000,
11145,1667580300000000000,
11146,1667580600000000000,
11147,1667580900000000000,
11148,1667581200000000000,
11149,1667581500000000000,
11150,1667581800000000000,
11151,1667582100000000000,
11152,1667582400000000000,
11153,1667582700000000000,
11154,1667583000000000000,
11155,1667583300000000000,
11156,1667583600000000000,
11157,1667583900000000000,
11158,1667584200000000000,
11159,1667584500000000000,
11160,1667584800000000000,
11161,1667585100000000000,
11162,1667585400000000000,
11163,1667585700000000000,
11164,1667586000000000000,
11165,1667586300000000000,
11166,1667586600000000000,
11167,1667586900000000000,
11168,1667587200000000000,
11169,1667587500000000000,
11170,1667587800000000000,
11171,1667588100000000000,
11172,1667588400000000000,
11173,1667588700000000000,
11174,1667589000000000000,
11175,1667589300000000000,
11176,1667589600000000000,
11177,1667589900000000000,
11178,1667590200000000000,
11179,1667590500000000000,
11180,1667590800000000000,
11181,1667591100000000000,
11182,1667591400000000000,
11183,1667591700000000000,
11184,1667592000000000000,
11185,1667592300000000000,
11186,1667592600000000000,
11187,1667592900000000000,
11188,1667593200000000000,
11189,1667593500000000000,
11190,1667593800000000000,
11191,1667594100000000000,
11192,1667594400000000000,
11193,1667594700000000000,
11194,1667595000000000000,
11195,1667595300000000000,
11196,1667595600000000000,
11197,1667595900000000000,
11198,1667596200000000000,
11199,1667596500000000000,
11200,1667596800000000000,
11201,1667597100000000000,
11202,1667597400000000000,
11203,1667597700000000000,
11204,1667598000000000000,
11205,1667598300000000000,
11206,1667598600000000000,
11207,1667598900000000000,
11208,1667599200000000000,
11209,1667599500000000000,
11210,1667599800000000000,
11211,1667600100000000000,
11212,1667600400000000000,
11213,1667600700000000000,
11214,1667601000000000000,
11215,1667601300000000000,
11216,1667601600000000000,
11217,1667601900000000000,
11218,1667602200000000000,
11219,1667602500000000000,
11220,1667602800000000000,
11221,1667603100000000000,
11222,1667603400000000000,
11223,1667603700000000000,
11224,1667604000000000000,
11225,1667604300000000000,
11226,1667604600000000000,
11227,1667604900000000000,
11228,1667605200000000000,
11229,1667605500000000000,
11230,1667605800000000000,
11231,1667606100000000000,
11232,1667606400000000000,
11233,1667606700000000000,
11234,1667607000000000000,
11235,1667607300000000000,
11236,1667607600000000000,
11237,1667607900000000000,
11238,1667608200000000000,
11239,1667608500000000000,
11240,1667608800000000000,
11241,1667609100000000000,
11242,1667609400000000000,
